Price,Levy,Manufacturer,Model,Prod._year,Category,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box_type,Drive_wheels,Color,Airbags
16621,906,49,640,2003,7,Yes,4,3.5,203000,4,3,1,4,6
7840,906,17,247,2007,2,No,4,1.4,180000,4,2,3,12,4
24775,781,37,953,2012,3,Yes,4,2.5,100000,4,3,3,7,12
17249,906,42,735,2013,2,Yes,2,2.0,161000,4,2,3,13,12
12544,906,37,497,2005,3,No,2,1.5,205000,4,1,3,7,8
34494,906,46,1080,2009,7,Yes,7,3.0,158000,6,3,2,11,8
18422,503,37,667,2012,2,Yes,4,1.5,107000,4,2,3,16,4
18503,906,37,497,2010,2,No,2,1.8,240000,4,2,3,12,7
10036,1051,47,541,2016,7,Yes,4,2.4,88968,4,2,2,11,12
13172,906,15,441,2005,7,No,4,2.7,170000,6,4,1,13,8
18503,586,37,497,2012,3,Yes,2,1.8,89000,4,1,3,11,10
3450,607,37,573,2019,3,Yes,2,2.5,9626,4,2,3,11,12
18189,1249,37,913,2017,7,Yes,4,2.5,55362,4,2,2,16,12
6000,906,29,136,1998,2,No,1,1.6,272000,4,4,3,7,0
18817,906,37,497,2012,2,No,4,1.8,230400,4,2,3,7,8
10663,765,50,680,2015,3,Yes,3,2.0,306922,4,2,3,7,4
5018,1399,36,405,2010,7,Yes,2,3.5,167222,6,2,2,11,12
29094,707,54,1075,2011,7,Yes,7,2.0,101285,4,2,3,12,4
11917,906,46,496,2007,3,Yes,4,1.7,102000,4,2,3,11,11
21103,642,50,1038,2012,7,Yes,7,2.0,119310,4,2,3,7,4
254024,1292,46,1248,2016,7,Yes,4,3.0,73000,6,3,2,11,12
17249,502,37,618,2013,2,No,2,1.5,79000,4,2,3,13,8
1254,639,35,245,2014,3,Yes,4,2.0,42395,4,2,2,13,0
29793,906,38,660,2014,3,Yes,4,2.4,80000,4,3,3,11,12
13485,917,48,788,2013,7,Yes,4,3.0,168395,6,2,2,11,12
18189,906,36,737,2005,7,Yes,2,3.3,190000,6,1,2,7,8
39201,906,37,1177,2009,7,Yes,2,3.3,68609,4,2,2,7,8
8311,906,48,809,2000,5,No,4,2.8,230000,6,4,1,16,2
21953,906,46,989,2006,4,No,7,2.9,300000,5,4,1,12,0
25089,915,48,788,2014,7,Yes,7,3.0,141384,6,2,2,16,0
43548,833,50,1123,2015,7,Yes,7,2.2,208082,4,2,3,12,4
28225,906,46,713,2012,3,Yes,4,3.0,160000,6,3,2,7,16
10036,1018,48,788,2011,7,Yes,7,3.0,207694,6,2,2,11,0
220,1194,37,398,2013,7,Yes,4,4.0,239342,6,2,2,7,12
21796,1017,40,859,2017,7,Yes,3,2.0,27992,4,2,3,7,4
8467,906,33,278,2002,11,No,7,1.9,170000,4,4,3,15,12
16160,531,50,649,2012,3,Yes,4,1.6,68976,4,2,3,12,4
34497,924,29,608,2017,3,Yes,4,1.8,22500,4,3,3,12,8
282,640,42,512,2013,3,Yes,2,2.0,174619,4,2,3,13,0
14834,687,50,649,2010,3,Yes,4,1.6,87640,4,2,3,13,4
20385,906,37,618,2014,2,No,2,1.5,60000,4,2,3,13,12
18189,906,52,744,2006,7,Yes,1,3.7,157000,6,3,2,7,8
15053,751,50,680,2013,3,No,4,2.4,240000,4,3,3,11,10
36808,640,54,1075,2013,7,Yes,7,2.0,126116,4,2,3,11,4
4704,906,15,441,1998,7,Yes,4,2.5,320000,6,2,1,11,0
7527,836,50,680,2010,3,Yes,3,2.0,89181,4,2,3,7,4
22580,1017,46,650,2017,3,Yes,4,2.0,50930,4,2,1,11,12
8467,906,22,262,2006,3,No,4,1.5,184000,4,2,3,7,8
29793,906,48,788,2009,7,Yes,7,3.0,10000,6,2,2,11,12
6893,906,46,244,1997,5,No,4,2.0,14000,4,4,1,11,2
9879,1058,37,733,2012,7,Yes,4,3.5,285186,6,2,3,13,12
862,1024,42,329,2010,7,Yes,2,2.5,174926,4,2,3,13,0
10349,906,46,384,2001,3,No,7,2.7,245000,5,3,1,11,10
18189,906,42,492,2015,2,No,4,2.0,21000,4,4,3,9,10
26657,1018,48,887,2011,3,Yes,4,3.0,103000,6,3,1,11,10
4547,906,17,195,2003,6,No,1,2.3,170000,4,2,3,12,8
19416,583,50,649,2011,3,Yes,4,1.6,141799,4,2,3,12,4
24148,906,46,914,2007,6,No,7,2.2,275000,4,3,1,7,7
18817,609,37,573,2018,3,Yes,2,2.5,35058,4,2,3,12,12
2352,707,29,197,2011,2,Yes,7,2.0,129651,4,2,3,11,12
4077,781,37,573,2012,3,Yes,4,2.5,200870,4,2,3,7,12
22433,779,50,1037,2013,6,Yes,7,2.5,69315,4,2,3,11,4
1176,781,42,512,2012,3,Yes,4,2.5,109536,4,2,3,13,12
25716,642,42,512,2012,3,Yes,2,2.0,145814,4,2,3,12,0
11917,906,37,497,2008,3,No,2,1.5,200000,4,1,3,12,5
20385,810,29,450,2016,3,Yes,4,1.8,50000,4,3,3,13,16
52696,1249,50,1037,2017,8,Yes,7,2.5,93000,4,2,3,7,4
47042,906,42,1104,2016,5,Yes,4,2.3,80000,4,3,1,16,8
12231,906,37,497,2007,2,No,2,1.5,141000,4,3,3,7,8
14113,906,37,497,2008,3,No,2,1.5,280195,4,2,3,5,8
56509,1079,47,1062,2018,3,Yes,4,2.0,26134,4,2,3,11,4
3450,906,29,197,1992,2,No,1,2.0,111111,4,4,3,11,4
7213,906,48,887,1998,3,No,4,2.8,290000,6,4,1,1,4
282,1399,36,405,2010,7,Yes,2,3.5,311949,6,2,3,7,12
59087,1017,50,1123,2017,7,Yes,7,2.0,101515,4,2,3,12,4
15681,781,29,625,2012,3,Yes,4,2.5,154000,5,3,3,16,10
70562,906,48,1202,2014,7,Yes,4,3.0,196000,6,3,2,11,12
66815,1079,50,680,2018,3,Yes,4,2.0,40808,4,2,3,11,4
64463,1079,50,680,2018,3,Yes,4,2.0,25255,4,2,3,12,4
6272,906,42,603,1994,4,No,7,2.5,111000,4,4,1,12,0
9095,906,21,318,2005,3,No,3,3.0,144000,6,3,2,11,0
16621,906,48,673,2003,8,Yes,4,3.0,260000,6,2,2,13,8
66482,784,47,1062,2017,3,Yes,4,1.5,19539,4,2,3,11,4
23207,906,22,220,2015,3,No,4,2.5,14500,4,2,1,11,10
1700,906,37,36,1998,2,No,4,1.6,299999,4,2,3,12,0
220,707,50,649,2011,3,Yes,4,2.0,233720,4,2,3,11,12
862,781,22,220,2012,3,Yes,4,2.5,97627,4,2,3,11,12
27598,777,37,1007,2014,3,Yes,4,2.5,193280,4,2,3,11,12
627,1172,46,455,2011,3,Yes,7,3.5,230696,6,2,2,11,12
43655,1091,50,1037,2016,8,Yes,7,2.5,133014,4,2,3,7,4
20542,642,40,756,2012,3,Yes,4,2.0,153136,4,2,3,11,4
14113,906,37,497,2009,3,No,2,1.5,160000,6,2,3,13,6
1725,585,36,312,2013,2,Yes,2,1.8,188194,4,2,3,11,0
15053,906,46,714,2004,7,Yes,4,3.5,149000,6,2,2,11,2
54882,906,46,1240,1995,7,Yes,7,3.2,213700,6,3,2,7,8
49858,639,50,1123,2014,7,Yes,7,2.0,79769,4,2,3,13,4
12544,906,42,603,1995,11,No,7,2.5,207888,4,4,1,12,0
17562,906,46,987,2004,6,Yes,3,3.2,220000,6,2,1,12,6
392,1249,37,573,2017,3,Yes,4,2.5,63200,4,2,3,13,12
45633,730,54,1074,2016,7,Yes,4,1.6,23739,4,2,3,16,4
9565,765,50,680,2015,3,Yes,3,2.0,32000,4,2,3,10,4
20817,836,50,1123,2010,7,Yes,7,2.0,183631,4,2,3,12,4
46728,1079,37,531,2018,7,No,4,2.0,46000,4,3,3,13,12
24738,586,36,312,2012,3,Yes,2,1.8,47286,4,2,3,13,4
49293,877,50,1038,2017,7,Yes,7,1.7,39747,4,2,3,12,4
10976,906,48,423,2003,3,Yes,4,2.5,182000,6,3,1,13,6
7500,906,32,229,2002,3,No,4,1.8,160000,4,2,3,12,2
26149,640,54,891,2013,7,Yes,7,2.0,93338,4,2,3,12,4
17249,1018,48,974,2011,3,Yes,4,3.0,128086,6,2,1,7,0
11604,583,50,649,2011,3,Yes,4,1.6,51211,4,2,3,11,4
15681,906,42,482,2015,2,No,4,1.6,113080,4,2,3,11,4
10036,843,37,497,2008,3,No,2,1.5,180000,4,2,3,11,0
40769,906,46,392,1996,3,No,4,1.8,212485,8,4,1,1,2
15950,906,37,618,2013,2,No,2,1.5,91200,2,2,3,13,6
18826,836,50,680,2010,3,Yes,4,2.0,125064,4,2,3,7,4
45210,877,50,1038,2017,7,Yes,7,1.7,69088,4,2,3,11,4
20000,906,42,603,2002,4,No,7,2.4,210500,4,4,1,12,0
6899,934,21,360,2015,7,Yes,4,2.5,90392,4,2,2,12,0
37354,906,56,1103,1998,5,Yes,4,3.4,105498,6,4,1,7,8
40443,639,50,1123,2014,7,Yes,7,2.0,131690,4,2,3,13,4
38737,1091,50,1037,2016,8,Yes,7,2.5,119552,4,2,3,7,4
18503,640,42,512,2013,3,Yes,4,2.0,89000,6,2,1,11,12
2352,779,37,573,2013,3,Yes,4,2.5,185699,4,2,3,12,12
19444,906,46,914,2003,4,Yes,7,2.3,126058,4,4,3,6,1
14113,906,48,777,2003,3,Yes,4,3.0,223014,6,4,1,11,0
15289,836,50,805,2010,5,Yes,4,2.0,115363,4,2,3,5,4
117604,906,55,1183,2016,7,Yes,7,2.0,40000,4,2,2,9,12
22423,906,50,680,2013,3,Yes,4,2.4,182901,4,3,3,11,2
18503,906,47,541,2007,7,No,4,2.4,88000,4,2,2,7,8
549,836,29,768,2010,7,Yes,4,2.0,185496,4,2,3,12,12
23994,730,40,859,2016,7,Yes,7,1.6,126104,4,2,3,12,4
15994,584,29,608,2014,3,Yes,4,1.8,108000,4,3,3,11,10
27284,934,37,573,2015,3,Yes,4,2.5,75000,6,3,3,11,8
35438,1211,46,1030,2010,7,Yes,7,3.0,240000,6,3,2,11,12
5645,906,7,230,1998,7,No,4,1.7,50000,4,4,2,1,0
2117,810,50,649,2016,3,Yes,4,1.8,104270,4,2,3,12,12
18817,642,29,768,2012,7,No,4,2.0,194603,4,3,2,11,12
706,1104,48,788,2015,7,Yes,4,3.0,77442,6,2,1,11,12
10036,640,21,350,2013,7,No,4,2.0,128000,4,4,2,12,8
10349,906,47,541,2002,7,Yes,4,2.0,200000,4,2,2,9,4
50018,1017,50,680,2017,3,Yes,4,2.0,61600,4,2,3,11,4
5018,906,46,327,1999,3,Yes,1,2.4,300800,6,3,1,11,6
19914,906,42,778,2004,4,No,7,2.4,162541,4,4,1,5,4
16621,761,37,702,2010,2,No,2,1.8,120000,4,1,3,7,12
11917,911,38,749,2011,3,Yes,4,2.7,42496,4,2,3,11,4
24148,831,38,503,2011,7,No,4,2.4,85000,4,3,2,11,12
21639,1346,42,837,2013,7,Yes,4,1.6,14000,4,3,3,13,12
157,919,46,714,2012,7,Yes,7,3.0,145227,6,2,2,13,12
9408,906,48,332,1997,3,No,4,2.0,25000,6,4,1,12,2
34184,1058,46,455,2012,3,Yes,4,3.5,145000,6,3,2,7,0
16160,707,54,1074,2011,3,Yes,7,2.0,194314,4,2,3,7,4
10976,790,58,1251,2009,11,No,1,1.6,152000,4,4,3,15,6
14897,878,37,497,2009,2,No,2,1.8,162024,4,2,3,5,8
36235,1091,50,1037,2016,6,Yes,7,2.5,109629,4,2,3,7,4
19002,502,37,667,2013,2,Yes,4,1.5,49000,4,2,3,16,4
9252,687,9,282,2010,3,Yes,4,1.6,130000,4,2,3,13,4
21326,906,38,689,2014,3,No,4,1.6,76000,4,2,3,11,6
784,518,36,52,2016,3,Yes,2,2.5,129989,4,2,3,13,12
11290,906,46,989,1998,4,No,7,2.9,270000,5,4,1,12,1
1019,831,50,649,2017,3,Yes,4,1.6,25635,4,2,3,11,12
3450,607,37,573,2019,3,Yes,2,2.5,9626,4,2,3,11,12
19416,531,50,649,2012,3,Yes,4,1.6,113516,4,2,3,11,4
8781,906,37,328,2002,2,No,4,1.5,117000,4,2,2,5,4
22894,906,40,736,2011,2,Yes,6,1.4,217600,4,2,3,12,12
627,1172,46,455,2011,3,Yes,7,3.5,230696,6,2,2,11,12
9095,906,42,436,2003,11,No,7,1.7,159000,4,4,3,12,4
1490,753,50,680,2012,3,Yes,4,2.4,180067,4,2,3,16,12
3763,779,37,573,2013,3,Yes,2,2.5,124912,4,2,3,12,12
34497,924,29,608,2017,3,Yes,4,1.8,49800,4,2,3,13,12
14113,906,37,328,2010,2,No,4,1.8,203000,4,2,3,12,8
15524,1347,50,1037,2008,6,Yes,7,2.5,52169,4,2,3,16,4
35328,831,40,859,2017,7,Yes,7,1.6,67668,4,2,3,12,4
6899,906,42,329,2002,7,No,1,3.0,262000,6,2,2,16,2
15681,1017,50,649,2017,3,No,4,2.0,60659,4,3,3,11,12
25,906,22,262,2005,2,No,4,1.5,114000,4,2,3,7,4
18189,862,29,608,2011,3,Yes,4,2.5,119000,4,2,3,11,8
10976,906,58,419,2006,11,No,7,1.6,200000,4,4,3,16,6
46621,765,50,1123,2015,7,Yes,7,2.0,90000,4,2,3,12,4
17923,862,50,1037,2011,8,Yes,7,2.5,189347,4,2,3,13,4
13297,530,40,604,2013,2,Yes,4,1.6,87753,4,2,3,13,4
22502,501,47,607,2014,2,Yes,4,1.5,111400,4,2,3,7,4
14385,836,50,1038,2010,7,Yes,7,2.0,50132,4,2,3,11,4
4704,906,58,147,1996,3,No,4,1.8,260000,4,4,3,1,2
392,781,37,573,2012,3,Yes,2,2.5,116413,4,2,3,7,12
15367,919,46,713,2012,3,Yes,4,3.0,209224,6,2,2,11,12
17249,906,37,497,2010,2,No,4,1.8,184717,4,2,3,7,12
23521,777,37,573,2014,3,Yes,4,2.5,74000,4,2,3,5,8
14113,906,40,454,2012,3,No,4,1.4,57600,4,3,3,7,8
20385,900,23,239,2015,3,No,4,2.4,196800,4,2,3,14,10
29965,1055,42,997,2013,3,Yes,4,3.5,101093,4,2,3,11,4
21326,530,22,442,2013,7,Yes,4,1.6,124000,4,2,3,9,12
2038,1172,46,714,2011,7,Yes,7,3.5,186542,6,2,2,12,12
784,891,50,1038,2016,3,Yes,4,2.0,175912,4,2,3,12,0
10349,1079,37,531,2018,7,Yes,4,2.0,38712,4,2,3,12,12
51746,1327,17,1078,2018,7,No,4,2.5,20000,4,3,2,11,12
32035,640,54,1075,2013,7,Yes,7,2.0,152847,4,2,3,7,4
48202,891,47,1062,2016,3,Yes,4,2.0,34000,4,2,3,11,4
47042,906,37,913,2016,7,No,4,2.0,91000,4,3,3,11,12
47989,900,50,680,2015,3,Yes,4,2.4,81163,4,2,3,12,4
36137,639,50,1123,2014,7,Yes,7,2.0,174261,4,2,3,7,4
17249,906,46,705,2002,3,Yes,7,2.2,259000,4,4,1,4,12
11290,583,50,478,2011,3,Yes,4,1.6,42211,4,2,3,11,4
10349,765,50,680,2015,3,Yes,3,2.0,86280,4,2,3,7,4
54167,971,54,1075,2016,7,Yes,7,2.2,82907,4,2,3,11,4
16894,583,50,649,2011,3,Yes,4,1.6,104090,4,2,3,12,4
706,585,37,497,2013,2,Yes,2,1.8,105328,4,2,3,12,12
109764,906,46,1235,2018,10,Yes,7,2.5,43000,8,2,2,16,0
12858,906,29,197,2007,2,No,4,2.5,15000,4,4,3,11,10
19613,836,50,805,2010,5,Yes,4,2.0,104022,4,2,3,12,4
21012,906,36,312,2012,2,Yes,2,1.5,158000,4,2,3,12,10
15677,906,37,623,2013,2,No,2,1.5,115000,4,2,3,7,7
22894,738,40,454,2017,3,No,4,1.4,46800,4,2,3,11,6
188,1185,42,329,2009,7,Yes,2,2.5,196682,4,2,3,11,0
29166,906,46,714,2009,7,No,4,3.7,208000,6,3,2,11,0
14426,585,37,716,2013,2,No,2,1.8,260089,4,2,3,14,4
5645,906,37,190,2000,5,Yes,4,1.8,203000,4,4,3,7,4
42845,765,40,717,2015,7,Yes,7,2.0,16285,4,2,3,12,4
17249,697,29,450,2015,3,Yes,4,1.8,70000,4,2,3,7,4
18817,779,21,360,2013,7,No,4,2.5,170000,4,2,2,11,8
32929,629,50,1038,2015,7,No,4,1.6,64000,4,3,3,11,8
16879,584,40,454,2014,3,Yes,4,1.8,81819,4,2,3,12,4
22947,642,50,1038,2012,7,Yes,7,2.0,146526,4,2,3,12,4
22840,765,40,717,2015,7,Yes,7,2.0,91751,4,2,3,7,4
36733,770,50,1038,2016,7,Yes,7,1.7,129800,4,2,3,12,4
19444,502,42,512,2013,3,No,4,1.5,100000,4,2,3,11,8
17249,906,46,914,2005,11,No,7,2.2,282000,4,4,1,12,2
21181,642,54,891,2012,7,Yes,7,2.0,114853,4,2,3,11,4
1646,1017,46,713,2017,5,Yes,4,2.0,63987,4,2,2,11,12
1725,505,32,715,2018,7,Yes,2,2.0,79283,4,2,2,11,12
11133,906,46,491,2001,3,Yes,4,3.2,214500,6,3,1,16,6
6899,961,38,503,2009,7,Yes,7,2.0,47520,4,2,3,7,4
25591,707,50,1038,2011,7,Yes,7,2.0,151144,4,2,3,12,4
25089,906,48,1059,2010,2,No,7,2.0,274000,4,4,1,11,6
1333,697,50,649,2015,3,Yes,4,1.8,64723,4,2,3,5,12
12980,583,40,454,2011,3,Yes,4,1.6,148765,4,2,3,13,4
10976,707,13,397,2011,2,No,4,2.0,200000,4,1,3,11,10
42400,730,54,1074,2016,7,Yes,7,1.6,57793,4,2,3,12,4
42171,1091,50,1037,2016,8,Yes,7,2.5,102338,4,2,3,7,4
392,629,22,442,2015,7,Yes,4,1.6,85944,4,2,2,11,0
50,906,37,497,2010,2,No,4,1.8,150000,4,2,3,13,4
31361,906,49,1050,2012,2,Yes,4,3.3,52000,6,2,2,11,2
25089,915,48,788,2014,7,Yes,7,3.0,141384,6,2,2,16,0
1333,1275,32,715,2019,3,Yes,4,2.4,4677,4,2,2,11,12
2509,781,40,80,2018,5,Yes,4,1.4,29763,4,2,2,7,12
19121,530,50,649,2013,3,Yes,4,1.6,78633,4,2,3,13,4
14113,906,41,606,2009,3,No,4,1.6,30000,4,4,3,7,6
13485,1267,37,667,2013,2,No,2,1.5,100211,4,2,3,15,8
21326,906,37,497,2012,2,No,2,1.8,191200,4,1,3,12,8
27093,765,40,717,2015,7,Yes,7,2.0,102555,4,2,3,12,4
15053,906,46,595,2003,7,Yes,1,3.7,170000,6,3,2,11,10
4704,906,17,195,2001,6,No,1,2.5,19000,4,2,3,12,2
100355,1292,46,1228,2016,3,Yes,4,3.0,35000,6,2,2,11,0
18240,687,50,649,2010,3,Yes,4,1.6,123594,4,2,3,7,4
33908,639,50,1038,2014,7,Yes,7,2.0,121189,4,2,3,11,4
19579,707,54,891,2011,7,Yes,7,2.0,155420,4,2,3,7,4
17500,906,42,704,2008,7,No,2,2.3,186254,4,1,2,6,4
46414,1079,56,1234,2018,3,Yes,4,2.0,28840,4,2,2,16,12
33378,694,50,1123,2014,7,Yes,7,2.2,51905,4,2,3,12,4
27770,765,40,756,2015,3,Yes,7,2.0,133988,4,2,3,12,4
15053,878,37,497,2009,3,No,2,1.8,195000,4,2,3,12,8
27105,629,54,1074,2015,7,Yes,4,1.6,120641,4,2,3,12,4
14269,579,36,52,2017,3,Yes,2,2.5,88336,4,2,3,12,12
30,906,22,135,2005,2,No,4,1.5,117000,4,2,3,5,4
42692,640,54,1075,2013,7,Yes,7,2.0,105909,4,2,3,12,4
9722,934,21,360,2015,7,Yes,4,2.5,93170,4,2,2,5,0
4391,1080,13,44,2014,3,Yes,4,3.6,173770,6,2,1,12,12
8311,502,47,1062,2013,3,Yes,2,1.5,144872,4,2,3,12,0
12000,906,46,714,2003,7,Yes,4,3.7,220000,6,3,2,11,10
12544,906,33,500,2012,5,Yes,4,1.4,120000,4,4,3,5,8
3607,585,37,716,2013,6,Yes,2,1.8,178314,4,2,3,12,12
392,779,37,573,2013,3,Yes,2,2.5,232032,4,2,3,7,12
18240,583,50,649,2011,3,Yes,4,1.6,119921,4,2,3,13,4
15053,906,42,603,2002,4,No,7,2.0,15000,4,4,3,7,4
4547,1055,36,668,2013,7,Yes,4,3.5,258784,6,2,2,13,12
20385,1051,50,680,2016,3,No,4,2.4,72000,4,3,3,11,12
17876,749,50,680,2014,3,Yes,4,2.4,172800,4,3,3,12,8
17249,906,37,667,2013,2,No,2,1.5,50000,4,1,3,13,6
11604,639,50,680,2014,3,Yes,3,2.0,291437,4,2,3,7,4
10976,906,22,427,2002,7,No,4,2.0,210000,4,2,2,8,4
30,906,37,497,2009,3,Yes,2,1.5,3200,5,2,3,12,6
15367,761,37,497,2010,2,No,2,1.8,114000,4,1,3,7,8
6272,906,15,142,2006,2,No,4,1.6,180000,4,2,3,7,0
4861,1104,46,124,2015,3,Yes,4,3.0,29469,6,2,2,12,12
13642,765,50,680,2015,3,Yes,3,2.0,43000,4,2,3,7,4
15336,629,50,649,2015,3,Yes,4,1.6,37509,4,2,3,12,4
49751,891,50,680,2016,3,Yes,4,2.0,25970,4,2,3,13,4
64290,1327,37,573,2018,3,Yes,4,2.5,12000,4,3,3,11,12
44542,1249,50,1037,2017,8,Yes,7,2.5,100856,4,2,3,7,4
10976,640,42,512,2013,3,Yes,4,2.0,160000,4,3,3,14,8
251,779,37,913,2013,7,Yes,4,2.5,104776,4,2,2,13,12
21796,586,36,312,2012,2,Yes,2,1.8,105000,8,2,3,12,12
43905,639,46,979,2014,3,Yes,4,2.0,85000,4,3,2,12,10
11290,891,50,680,2016,3,Yes,3,2.0,258906,4,2,3,7,4
61154,1104,48,1187,2015,3,Yes,7,3.0,80000,6,2,1,11,12
36834,1091,50,1037,2016,6,Yes,7,2.5,135884,4,2,3,7,4
24775,1024,37,932,2010,7,Yes,4,2.5,110571,4,3,3,11,10
51517,891,50,1123,2016,7,Yes,7,2.0,123898,4,2,3,12,4
1411,640,29,450,2013,3,Yes,7,2.0,169000,4,2,3,12,12
12231,986,37,573,2010,3,Yes,2,2.4,132000,4,3,3,1,12
16788,707,50,1038,2011,7,Yes,7,2.0,185706,4,2,3,12,4
15053,906,46,456,2006,3,Yes,4,2.5,233000,6,3,1,11,6
22894,738,29,450,2017,3,No,4,1.4,13000,4,3,3,12,12
627,503,47,1062,2012,3,Yes,2,1.5,272189,4,2,3,7,0
9879,765,50,680,2015,3,Yes,3,2.0,52000,4,2,3,7,4
22693,836,50,1123,2010,7,Yes,7,2.0,153997,4,2,3,7,4
5645,906,32,93,2001,3,No,4,1.6,258000,4,4,1,16,4
20385,779,37,573,2013,3,No,4,2.5,10000,6,3,3,12,15
21326,781,37,573,2012,3,Yes,4,2.5,90000,4,2,3,7,6
28225,1055,37,573,2013,3,Yes,4,3.5,142000,6,3,3,11,8
4234,1327,37,573,2018,3,Yes,4,2.5,105235,4,2,3,16,12
43880,770,50,1038,2016,7,Yes,7,1.7,99881,4,2,3,11,4
12861,790,40,282,2009,3,Yes,4,1.6,163560,4,2,3,13,4
1725,1017,42,492,2017,3,Yes,4,2.0,105157,4,2,3,12,12
11760,988,37,497,2007,2,No,2,1.5,79030,4,2,3,13,6
37238,595,47,607,2015,2,Yes,4,1.5,37606,4,2,3,11,4
7840,645,37,497,2011,2,No,2,1.8,182400,4,2,3,5,12
10381,893,50,649,2008,3,Yes,4,1.6,133749,4,2,3,16,4
4391,906,58,225,1997,8,No,1,1.6,294271,4,4,3,16,2
100,906,37,573,2008,3,Yes,2,2.4,150000,6,2,3,11,8
48610,1018,46,957,2011,7,Yes,7,3.0,122000,6,3,2,11,12
23207,900,50,911,2015,3,Yes,4,2.4,67840,4,3,3,11,8
1098,552,47,353,2011,2,Yes,2,1.5,129123,4,2,3,5,12
15681,906,22,323,2010,6,No,3,2.0,120000,4,1,3,11,12
20385,906,42,512,2014,3,No,4,2.5,189000,4,3,3,12,12
16935,502,37,618,2013,2,Yes,2,1.5,168000,4,1,3,13,10
5018,779,37,573,2013,3,Yes,2,2.5,190549,4,2,3,11,12
17405,1017,50,680,2017,3,Yes,3,2.0,263823,4,2,3,7,4
25089,753,50,1038,2012,7,Yes,4,2.4,159000,6,2,3,11,10
4400,906,7,71,2005,3,No,4,1.7,125000,4,4,1,12,0
50,906,46,2,2002,11,No,7,2.2,240000,4,4,1,12,2
28852,765,46,713,2015,3,Yes,4,2.0,54739,4,2,1,12,12
7056,915,48,788,2014,7,Yes,7,3.0,141384,6,2,2,16,0
125,1324,37,733,2010,3,Yes,2,3.3,316912,6,2,2,16,12
17249,753,50,680,2012,3,Yes,4,2.4,123869,4,3,3,12,12
314,1053,46,455,2014,3,Yes,7,3.5,149486,6,2,2,7,12
17249,906,42,512,2012,8,Yes,4,2.0,156800,4,3,3,12,8
1568,934,37,573,2015,3,Yes,4,2.5,173101,4,2,3,7,12
549,891,35,181,2016,3,Yes,4,2.0,97826,4,2,2,13,0
549,1399,36,668,2010,7,Yes,4,3.5,296466,6,2,2,7,12
1568,1172,46,455,2011,5,Yes,7,3.5,226251,6,2,1,11,12
125,1324,37,733,2010,3,Yes,2,3.3,316912,6,2,2,16,12
16383,642,37,667,2012,2,Yes,4,2.0,92400,4,2,3,5,4
8467,906,22,266,2003,2,No,7,1.5,185000,4,4,3,16,6
21473,707,54,1074,2011,7,Yes,7,2.0,72080,4,2,3,12,4
33409,640,50,1123,2013,7,Yes,7,2.0,207187,4,2,3,11,4
14113,751,40,570,2013,3,Yes,2,2.4,117000,4,3,3,3,12
7527,906,48,159,1996,3,No,4,2.0,44444,6,4,1,16,2
8154,906,32,366,2003,6,No,1,2.4,111111,4,3,3,7,4
27065,836,50,1038,2010,7,Yes,7,2.0,80118,4,2,3,12,4
36564,891,50,1038,2016,7,Yes,7,2.0,47090,4,2,3,12,4
9722,934,21,360,2015,7,Yes,4,2.5,93170,4,2,2,5,0
13172,586,37,497,2012,2,No,2,1.8,150400,4,2,3,12,6
12585,1047,50,649,2007,3,Yes,4,1.6,126184,4,2,3,7,4
941,1058,36,405,2012,7,Yes,2,3.5,232357,6,2,2,11,12
15681,810,40,454,2016,3,Yes,4,1.8,53000,4,3,3,12,6
24148,779,37,973,2013,3,Yes,2,2.5,201600,4,2,3,11,0
17719,639,40,756,2014,3,Yes,7,2.0,38710,4,2,3,14,4
23602,1185,36,772,2009,3,Yes,4,2.5,126715,4,2,3,12,4
470,585,50,649,2013,3,Yes,4,1.8,227853,4,2,3,14,12
11917,586,37,497,2012,2,No,2,1.8,102000,4,2,3,11,8
27755,1024,50,1037,2010,6,Yes,7,2.5,72364,4,2,3,11,4
80074,1077,50,1123,2019,7,Yes,7,2.0,56000,4,2,3,13,4
28225,906,37,573,2012,3,Yes,2,2.5,156816,4,1,3,16,12
11992,966,40,282,2009,3,Yes,7,2.0,155025,4,2,3,11,4
8467,906,21,292,2000,2,No,4,2.0,123333,4,4,2,11,1
392,1327,37,913,2018,3,Yes,4,2.5,53611,4,2,2,5,11
6899,906,32,224,2003,2,Yes,4,1.5,160000,4,2,2,7,4
13172,906,22,464,2004,7,Yes,1,2.0,190000,4,2,2,7,4
19444,906,42,512,2014,3,Yes,4,2.0,115000,4,3,3,9,10
10663,1327,21,360,2018,3,Yes,4,2.5,32435,4,2,2,11,12
19823,503,37,667,2012,2,Yes,4,1.5,63000,4,2,3,11,4
5802,790,9,282,2009,3,Yes,4,1.6,107125,4,2,3,11,4
2822,1211,42,512,2010,3,Yes,4,3.0,150000,6,2,3,12,8
7683,906,48,574,2002,3,Yes,4,2.5,126000,6,3,1,7,6
282,1327,21,391,2018,2,Yes,4,2.5,41794,4,2,2,7,12
65858,906,46,1116,2012,3,Yes,7,3.5,207000,6,2,2,13,0
16091,836,50,805,2010,5,Yes,4,2.0,100000,4,2,3,13,4
73698,517,37,733,2014,7,Yes,2,3.5,100000,6,3,2,12,12
