Price,Levy,Manufacturer,Model,Prod._year,Category,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box_type,Drive_wheels,Color,Airbags
10036,639,50,604,2014,3,Yes,3,2.0,319850,4,3,3,8,4
21000,650,43,607,2016,3,Yes,4,1.4,78000,4,4,3,14,10
25264,753,52,978,2012,8,Yes,4,2.4,65731,4,3,3,4,4
10976,1266,41,410,2014,2,No,2,1.5,128000,4,3,2,8,4
33870,765,50,1069,2015,8,Yes,7,2.0,50031,4,3,3,14,4
6115,1249,40,538,2017,3,Yes,4,2.5,89064,4,3,3,14,12
13799,753,50,553,2012,3,Yes,2,2.4,147000,4,4,3,6,12
13485,862,31,532,2011,3,Yes,4,2.5,134400,4,4,3,12,6
18503,531,48,898,2012,8,Yes,4,1.6,75000,4,1,3,6,8
9408,1090,44,467,2008,8,Yes,7,2.0,60928,4,3,3,8,4
17876,753,50,604,2012,3,Yes,2,2.4,131000,4,4,3,12,12
4704,906,47,106,1996,3,Yes,4,2.5,232000,6,1,1,1,4
39750,730,57,1076,2016,8,Yes,7,1.6,72000,4,3,3,4,4
7213,1077,21,473,2019,3,Yes,4,2.0,6384,4,3,2,6,12
21012,906,40,549,2013,3,No,4,1.8,128000,4,3,3,6,8
15053,765,50,604,2015,3,Yes,3,2.0,309174,4,3,3,8,4
31047,919,47,595,2012,8,Yes,7,3.0,70994,6,3,2,12,0
10976,528,50,643,2014,3,Yes,4,1.6,144000,4,4,3,14,10
8311,528,38,470,2014,3,No,4,1.6,107738,4,4,3,6,12
392,761,40,549,2010,2,Yes,2,1.8,267165,4,3,3,14,12
8154,906,47,206,2001,3,Yes,4,1.9,240000,4,1,1,8,2
38229,1091,50,1038,2016,9,Yes,7,2.5,92078,4,3,3,12,4
21357,642,57,887,2012,8,Yes,7,2.0,143265,4,3,3,12,4
42218,1017,50,1017,2017,8,Yes,7,2.0,89736,4,3,3,8,4
23521,906,40,538,2012,3,Yes,4,2.5,145600,6,3,3,8,4
13172,906,41,635,2010,2,No,4,1.5,180800,4,4,3,16,8
9408,746,40,549,2009,2,No,4,1.5,147000,4,2,3,14,10
15053,906,40,549,2008,2,No,2,1.5,142000,4,2,3,9,4
6000,906,42,486,1997,3,Yes,1,3.2,258000,6,3,1,3,6
9408,906,42,486,1998,3,Yes,1,3.2,230000,6,3,1,12,6
18817,906,40,676,2013,2,No,2,1.5,130000,4,3,3,4,12
24283,730,43,605,2016,2,Yes,4,1.6,60805,4,3,3,10,4
14740,906,16,637,2013,3,No,4,2.0,152000,4,4,3,12,8
7527,906,9,215,2000,10,No,1,1.6,300000,4,1,3,14,4
39515,889,44,860,2016,8,Yes,7,2.0,21683,4,3,3,12,4
3136,924,40,370,2017,3,Yes,4,1.8,61701,4,3,3,8,12
19914,906,40,549,2012,2,No,2,1.8,212800,4,2,3,8,0
18503,906,38,715,2012,2,Yes,2,2.0,243200,4,3,3,8,12
16308,530,50,643,2013,2,Yes,4,1.6,140160,4,3,3,8,12
17158,707,50,604,2011,3,Yes,4,2.0,129085,4,3,3,12,4
24462,906,50,604,2014,3,Yes,2,2.4,104000,4,4,3,8,6
36968,777,50,1038,2014,9,Yes,7,2.5,139905,4,3,3,8,4
14113,641,44,682,2012,3,Yes,4,2.0,55521,4,3,3,14,4
6743,1079,54,181,2018,8,Yes,4,2.0,10782,4,3,2,14,12
16935,1211,47,595,2010,8,Yes,4,3.0,17000,6,4,2,12,10
14834,531,50,669,2012,3,Yes,4,1.6,131443,4,3,3,8,4
26657,906,23,1081,2000,8,No,7,3.0,320000,4,1,2,6,6
11227,585,50,677,2013,2,No,4,1.8,75000,4,3,3,14,8
941,900,52,978,2015,8,Yes,4,2.4,112635,4,3,3,12,12
19500,906,40,549,2012,3,No,4,1.8,39000,4,4,3,16,0
10976,765,50,604,2015,3,Yes,3,2.0,311337,4,3,3,14,4
11604,639,50,604,2014,3,Yes,3,2.0,291437,4,3,3,8,4
13485,753,50,604,2012,3,No,4,2.4,108000,4,3,3,6,8
1646,777,40,538,2014,3,Yes,4,2.5,92891,4,3,3,14,12
17405,906,40,549,2010,2,No,2,1.8,200000,4,4,3,12,6
17876,906,40,676,2013,3,No,2,1.5,65000,4,3,3,4,8
12231,843,40,549,2008,3,No,2,1.5,17000,4,2,3,4,8
470,753,50,604,2012,3,Yes,2,2.4,202864,4,3,3,6,0
12544,906,40,549,2007,3,Yes,2,1.5,150000,4,3,3,16,12
5802,1055,42,496,2013,3,Yes,7,3.5,107800,6,3,1,16,12
17562,915,49,728,2014,3,Yes,4,3.0,43710,6,3,1,13,12
15367,586,40,549,2012,2,No,2,1.8,300000,4,3,3,8,0
9565,1079,31,767,2018,3,Yes,4,2.0,70098,4,3,3,12,12
20385,906,38,730,2012,2,No,2,2.0,117000,4,3,3,12,8
15681,761,38,469,2010,1,No,7,1.8,132000,4,1,3,14,6
549,645,25,315,2011,2,Yes,2,1.8,83390,4,3,3,12,12
5488,1077,50,669,2019,3,Yes,4,2.0,29496,4,3,3,12,12
14269,1324,40,675,2010,8,Yes,2,3.3,300366,6,3,2,6,12
19121,531,50,669,2012,3,Yes,4,1.6,121362,4,3,3,12,4
9408,906,38,594,1992,6,No,7,2.5,111111,4,1,1,14,0
11917,906,38,594,2005,6,No,7,2.9,231000,4,1,1,14,2
46809,971,57,1048,2016,8,Yes,7,2.2,102066,4,3,3,12,4
14583,1327,40,538,2018,3,Yes,4,2.5,29682,4,3,3,12,12
9252,640,43,452,2013,3,Yes,7,2.0,46721,4,3,3,14,4
2509,585,50,669,2013,2,Yes,4,1.8,279182,4,3,3,4,12
9722,906,52,482,2004,8,No,1,3.7,200000,6,3,2,6,4
43592,906,40,768,2015,3,Yes,2,2.5,66000,4,3,3,12,12
706,585,50,669,2013,3,Yes,4,1.8,230746,4,3,3,16,12
24123,836,50,1017,2010,8,Yes,7,2.0,164578,4,3,3,16,4
11917,1267,40,673,2013,2,No,2,1.5,18000,4,3,3,14,6
24462,769,42,943,2011,6,No,7,2.2,260000,4,1,1,14,8
7222,836,50,604,2010,3,Yes,3,2.0,112484,4,3,3,14,4
30282,770,50,1017,2016,8,Yes,7,1.7,156000,4,3,3,8,4
16041,585,43,452,2013,3,Yes,4,1.8,122555,4,3,3,12,4
20698,779,40,999,2013,3,Yes,4,2.5,102000,4,4,3,6,10
15367,906,41,611,2009,9,No,3,2.0,160000,4,3,3,12,2
24709,707,57,1048,2011,8,Yes,7,2.0,113368,4,3,3,14,4
20855,730,50,669,2016,3,Yes,3,1.6,31780,4,3,3,12,4
19287,890,44,682,2016,3,Yes,4,2.0,27334,4,3,3,8,4
26108,640,57,1048,2013,8,Yes,7,2.0,111307,4,3,3,14,4
7840,906,47,143,2003,3,Yes,1,2.5,260000,6,4,1,8,8
45044,1017,50,604,2017,3,Yes,4,2.0,87810,4,3,3,13,4
10635,893,50,669,2008,3,Yes,7,1.6,209973,4,3,3,8,4
15994,906,41,547,2006,9,No,1,3.0,122439,6,3,3,8,10
28852,1017,50,669,2017,3,No,4,2.0,20000,4,4,3,12,12
17249,781,40,538,2012,3,Yes,4,2.5,80000,4,3,3,8,12
39201,891,42,743,2016,2,Yes,4,2.0,48000,4,3,2,14,0
3607,862,38,424,2011,8,Yes,2,2.5,168966,4,3,2,14,0
470,528,23,255,2014,2,Yes,4,1.6,219592,4,3,3,12,12
11099,836,50,754,2010,4,Yes,4,2.0,111849,4,3,3,14,4
470,831,50,669,2017,3,Yes,4,1.6,25635,4,3,3,12,12
44878,891,50,1017,2016,8,Yes,7,2.0,61785,4,3,3,16,4
7527,906,12,219,2004,2,No,4,1.5,164004,4,1,3,6,6
34387,1091,43,1000,2016,3,Yes,4,2.5,161350,4,3,3,8,4
22580,1091,21,371,2016,8,Yes,4,2.5,53000,4,4,2,12,10
21326,906,50,643,2015,3,Yes,4,1.6,63500,4,3,3,12,10
12388,1267,40,673,2013,3,No,2,1.5,121840,4,4,3,13,4
34497,906,40,897,2014,8,No,4,2.5,139200,4,4,2,16,6
9879,1018,42,496,2011,3,Yes,7,3.0,273186,6,3,1,14,12
37633,1091,40,1020,2016,3,No,4,2.5,17200,4,4,3,6,12
8624,906,41,635,2005,2,No,4,1.5,190000,4,2,3,8,2
8624,640,50,604,2013,3,Yes,3,2.0,91475,4,3,3,14,4
12544,639,38,479,2014,2,No,4,2.0,156043,4,3,3,12,0
17249,781,40,538,2012,3,Yes,2,2.5,124000,6,3,3,14,9
10976,906,42,481,2000,3,No,7,2.7,210000,5,4,1,12,10
784,781,38,424,2012,8,Yes,2,2.5,95349,4,3,3,6,0
314,1053,42,496,2014,3,Yes,4,3.5,149486,6,3,2,8,12
21326,639,38,544,2014,3,Yes,4,2.0,27579,4,4,3,11,12
627,640,31,443,2013,3,Yes,7,2.0,142515,4,3,3,14,12
14740,645,40,549,2011,3,No,2,1.8,112000,4,2,3,14,8
8154,906,47,494,2002,3,No,4,2.2,217777,6,4,1,8,4
21326,831,44,682,2017,3,Yes,4,1.6,76000,4,3,3,14,12
24302,765,43,742,2015,3,Yes,7,2.0,60618,4,3,3,12,4
9095,906,35,314,2000,8,No,4,2.0,170000,4,3,2,14,0
27174,833,43,703,2015,8,Yes,7,2.2,69320,4,3,3,8,4
22894,906,47,901,2009,3,Yes,4,3.0,170000,6,4,1,12,10
23207,906,42,755,2007,8,Yes,7,3.2,320000,6,3,2,12,8
4234,584,41,777,2014,3,Yes,4,1.8,111149,4,3,3,13,12
18826,530,50,669,2013,3,Yes,4,1.6,88694,4,3,3,8,4
3920,1080,43,21,2014,8,Yes,4,3.6,174002,6,3,3,8,12
16894,583,50,669,2011,3,Yes,4,1.6,104090,4,3,3,14,4
44003,880,57,1076,2018,8,Yes,4,1.6,24372,4,3,3,6,4
38609,1091,50,1038,2016,10,Yes,7,2.5,121000,4,3,3,14,4
12544,878,41,777,2009,3,Yes,4,1.8,75000,4,3,3,14,12
38574,906,42,883,2011,9,Yes,7,2.2,145000,4,4,1,12,8
13956,906,40,538,2014,3,Yes,2,2.5,266000,4,3,3,12,10
2430,753,4,137,2012,8,Yes,4,2.4,204048,4,3,3,8,12
31659,891,41,777,2016,3,Yes,4,2.0,82141,4,3,3,4,4
38894,640,50,1069,2013,8,Yes,7,2.0,128919,4,3,3,8,4
16308,906,42,486,2003,3,Yes,1,3.2,160986,6,4,1,12,12
14426,915,50,741,2014,3,Yes,3,3.0,91456,4,3,3,12,4
23521,906,42,883,2006,1,No,7,2.2,193102,4,1,1,14,2
5018,779,40,538,2013,3,Yes,2,2.5,190549,4,3,3,12,12
19823,503,40,673,2012,2,Yes,4,1.5,63000,4,3,3,12,4
8467,906,47,281,2001,3,No,4,2.2,200543,6,1,1,7,2
10036,906,23,361,2008,3,No,4,1.5,167000,4,3,3,14,8
21953,906,50,1038,2007,6,Yes,7,2.4,84000,4,1,1,14,2
862,1024,38,424,2010,8,Yes,2,2.5,174926,4,3,3,16,0
16308,906,38,544,2010,3,Yes,2,2.5,250000,4,2,3,12,8
13900,781,31,613,2012,3,No,4,2.5,72500,5,4,3,16,8
3763,879,38,470,2019,3,Yes,4,1.6,47736,4,3,3,16,12
24932,639,50,1069,2014,8,Yes,7,2.0,52197,4,3,3,9,4
16283,891,50,604,2016,3,Yes,3,2.0,55225,4,3,3,12,4
29950,891,50,1069,2016,8,Yes,7,2.0,50079,4,3,3,14,4
314,1017,42,178,2017,3,Yes,7,2.0,26802,4,3,1,12,12
10976,528,50,669,2014,3,Yes,4,1.6,75000,4,3,3,8,4
18776,629,50,669,2015,3,Yes,7,1.6,51895,4,3,3,8,4
23834,906,40,549,2012,2,Yes,2,1.8,64500,4,3,3,6,12
13172,906,41,512,2006,10,Yes,7,2.2,300000,4,1,3,8,0
862,934,38,544,2015,3,Yes,4,2.5,182302,4,3,3,12,12
5645,906,31,133,1994,2,No,4,2.0,126000,4,1,3,16,0
11099,966,43,274,2009,3,Yes,7,2.0,158267,4,3,3,14,4
9565,915,33,227,2014,2,Yes,4,3.0,191373,6,3,2,16,0
2038,831,25,593,2011,3,Yes,2,2.4,127507,4,3,3,14,12
37633,906,12,1109,2015,2,No,4,2.0,20000,4,4,3,12,12
19676,891,43,742,2016,3,Yes,4,2.0,138865,4,3,3,12,4
10036,639,50,604,2014,3,Yes,3,2.0,268046,4,3,3,8,4
17249,584,50,669,2014,3,No,4,1.8,66000,4,4,3,14,8
7840,906,12,266,2006,3,No,4,1.5,134000,4,3,3,12,4
16621,906,50,604,2011,3,No,4,2.4,120000,4,4,3,6,12
2666,521,43,731,2011,2,Yes,2,1.4,288778,4,3,3,12,0
9722,906,35,314,2001,8,No,4,2.0,25000,4,1,2,12,0
15367,906,52,482,2008,8,No,3,3.7,273802,6,3,2,11,6
10976,906,40,549,2008,2,No,4,1.5,243450,4,3,3,16,4
15681,891,50,604,2016,3,Yes,3,2.0,236958,4,3,3,14,4
44517,1017,50,1017,2017,8,Yes,7,2.0,66067,4,3,3,14,4
10000,906,38,594,2002,1,No,7,2.0,135000,4,1,3,14,2
34419,730,57,1076,2016,8,Yes,4,1.6,18498,4,3,3,6,4
36808,640,57,1048,2013,8,Yes,7,2.0,126116,4,3,3,12,4
12570,687,43,274,2010,3,Yes,4,1.6,60000,4,3,3,16,4
2979,780,43,452,2019,3,Yes,4,1.4,78771,4,3,3,16,12
26657,906,43,452,2017,3,Yes,4,1.4,32000,4,3,3,14,12
19130,900,50,604,2015,3,No,4,2.4,142400,4,4,3,12,8
14113,906,47,659,2004,3,Yes,7,3.0,196000,6,3,1,8,1
47205,930,50,1017,2018,8,Yes,7,1.7,46764,4,3,3,6,4
20698,831,50,669,2017,3,Yes,3,1.6,120000,4,3,3,8,4
11290,585,50,434,2013,3,No,4,1.8,69000,4,4,3,6,12
5488,906,41,635,2001,2,Yes,4,1.9,147000,4,3,3,12,4
12980,531,50,669,2012,3,Yes,4,1.6,187500,4,3,3,12,4
11447,843,40,549,2008,3,No,2,1.5,170000,4,3,3,12,8
10192,531,50,475,2012,2,Yes,7,1.6,52352,4,3,3,12,4
16778,707,50,1017,2011,8,Yes,7,2.0,83251,4,3,3,14,4
627,586,25,315,2012,2,Yes,2,1.8,192683,4,3,3,14,0
28225,640,47,975,2013,8,Yes,4,2.0,108000,12,4,3,12,12
23659,784,41,635,2017,2,Yes,4,1.5,42642,4,3,3,8,4
31797,639,50,754,2014,4,Yes,4,2.0,148915,4,3,3,16,4
3293,639,33,289,2014,3,Yes,4,2.0,123640,4,3,2,6,0
5802,1055,42,496,2013,3,Yes,7,3.5,107800,6,3,1,16,12
784,629,23,441,2015,8,Yes,4,1.6,111402,4,3,2,12,0
20385,900,22,273,2015,3,No,4,2.4,196800,4,3,3,13,10
27889,640,57,1048,2013,8,Yes,7,2.0,169679,4,3,3,8,4
35438,1211,42,1097,2010,8,Yes,7,3.0,240000,6,4,2,12,12
16308,906,40,897,2006,8,No,4,2.4,304000,4,3,2,1,0
4500,906,21,307,2004,3,No,4,2.0,11111,4,3,2,12,6
37125,1017,50,1017,2017,8,Yes,7,2.0,169031,4,3,3,12,4
20814,919,50,741,2012,3,Yes,4,3.0,215833,4,3,3,12,4
5865,966,8,274,2009,3,Yes,7,2.0,39031,4,3,3,6,4
6000,906,47,143,1992,3,Yes,4,2.0,256000,6,1,1,12,0
37633,906,26,1107,2013,2,Yes,2,2.0,130000,4,4,2,12,10
25264,777,50,1038,2014,9,Yes,7,2.5,198916,4,3,3,15,4
7840,1228,9,218,2007,10,No,7,1.9,222222,4,1,3,8,8
10349,906,23,275,2007,3,No,4,1.6,110000,4,1,3,9,6
9408,906,42,320,1992,3,Yes,1,3.7,123000,6,1,1,12,0
23138,836,50,1069,2010,8,Yes,7,2.0,188083,4,3,3,12,4
549,777,12,85,2014,8,Yes,4,2.5,79094,4,3,3,12,12
1882,738,43,452,2017,3,Yes,4,1.4,119352,4,3,3,12,12
5645,1324,40,675,2010,8,Yes,2,3.3,264877,6,3,2,14,12
11290,843,40,549,2008,3,No,2,1.5,170000,4,2,3,12,8
47217,765,50,1069,2015,8,Yes,7,2.0,110000,4,3,3,16,4
12544,1273,25,586,2015,8,Yes,4,3.5,92035,6,3,2,12,12
20385,906,40,549,2010,3,Yes,2,1.8,174309,4,3,3,14,7
3763,832,40,139,2014,8,Yes,4,2.7,64994,4,3,1,16,12
14113,906,40,538,2007,3,No,2,2.4,208800,4,3,3,16,12
4077,753,50,604,2012,3,Yes,2,2.4,259934,4,3,3,4,0
8154,1172,25,251,2011,3,Yes,4,3.5,259066,6,3,2,8,12
16308,1017,38,479,2017,3,No,4,2.0,48000,4,3,3,4,12
20071,1211,47,595,2010,8,Yes,7,3.0,141200,4,4,2,14,12
7370,961,43,452,2009,3,Yes,7,2.0,66630,4,3,3,12,4
24283,640,50,1069,2013,8,Yes,7,2.0,238939,4,3,3,8,4
10349,906,21,379,2006,3,No,4,2.0,215000,4,4,2,14,4
32311,640,57,1048,2013,8,Yes,7,2.0,153641,4,3,3,8,4
22433,779,50,1038,2013,9,Yes,7,2.5,69315,4,3,3,12,4
1725,584,50,669,2014,3,Yes,4,1.8,107155,4,3,3,12,12
13642,764,43,857,2015,8,Yes,4,2.0,31892,4,3,3,12,4
20698,697,40,888,2015,2,No,4,1.8,78000,4,1,3,8,10
5488,906,42,126,2001,2,Yes,4,1.9,147000,4,4,3,12,4
470,1249,40,538,2017,8,Yes,4,2.5,58114,4,3,3,6,12
21326,911,42,573,2010,3,No,7,2.2,24500,6,1,1,8,12
1333,586,40,549,2012,2,Yes,2,1.8,106280,4,3,3,14,12
20071,906,50,669,2012,3,Yes,4,1.8,58000,4,4,3,14,12
30038,880,50,669,2018,3,Yes,7,1.6,60000,4,3,3,14,4
9722,906,41,635,2006,2,No,4,1.5,185000,4,1,3,14,2
14113,906,48,484,2008,2,Yes,4,1.6,180000,4,3,3,14,8
47042,1327,40,897,2018,8,No,4,2.5,15000,4,3,3,12,2
7997,640,50,604,2013,3,Yes,3,2.0,82314,4,3,3,8,4
784,1211,42,369,2010,3,Yes,4,3.0,202914,6,3,1,16,12
14113,638,44,682,2014,3,Yes,4,2.0,71104,4,3,3,14,4
3763,629,23,441,2015,8,Yes,4,1.6,88475,4,3,2,14,0
15837,640,38,592,2013,2,Yes,2,2.0,72857,4,3,3,4,8
9565,1058,40,675,2012,8,Yes,4,3.5,285186,6,3,3,16,12
3000,906,50,50,2008,3,No,4,1.4,180000,4,3,3,8,0
627,503,41,777,2012,3,Yes,2,1.5,272189,4,3,3,8,0
14113,586,50,669,2012,3,Yes,4,1.8,135456,4,3,3,14,12
12231,1267,40,673,2013,2,No,2,1.5,41000,4,3,3,16,6
21796,586,25,315,2012,2,Yes,2,1.8,105000,8,3,3,14,12
43905,639,42,922,2014,3,Yes,4,2.0,85000,4,4,2,14,10
14113,764,43,742,2015,3,Yes,4,2.0,33034,4,3,3,12,4
6115,906,25,149,2002,3,Yes,1,3.5,190000,6,3,3,8,4
12861,790,43,274,2009,3,Yes,4,1.6,127938,4,3,3,12,4
6272,906,47,143,1999,3,No,4,2.0,300000,6,1,1,12,6
34808,1249,50,1038,2017,9,Yes,7,2.5,15602,4,3,3,8,4
19444,906,40,676,2012,2,No,2,1.5,176000,4,3,3,14,6
20266,531,50,669,2012,3,Yes,4,1.6,134000,4,3,3,8,4
22580,1017,42,178,2017,3,Yes,4,2.0,50930,4,3,1,12,12
49751,1079,50,604,2018,3,Yes,4,2.0,77130,4,3,3,6,4
20237,836,50,1017,2010,8,Yes,7,2.0,130001,4,3,3,16,4
3293,1091,12,94,2016,3,Yes,4,2.5,154862,4,3,2,4,12
21012,1077,40,541,2019,8,Yes,4,2.0,19834,4,3,3,8,12
15000,906,21,307,2008,3,No,4,3.0,138000,6,4,2,12,8
18817,609,40,538,2018,3,Yes,2,2.5,35058,4,3,3,14,12
6600,906,7,177,2009,3,No,4,2.4,260000,6,3,3,14,6
3300,906,6,217,1999,8,No,4,1.7,10000,4,1,2,14,0
21953,906,42,500,2004,8,Yes,7,2.7,249000,5,3,2,6,0
1725,584,50,669,2014,3,Yes,4,1.8,107155,4,3,3,12,12
7056,707,50,604,2011,3,Yes,3,2.0,61208,4,3,3,14,4
49459,765,57,1048,2015,8,Yes,7,2.0,94638,4,3,3,16,4
549,1172,25,586,2011,8,Yes,4,3.5,181189,6,3,2,14,12
19444,521,43,731,2011,3,Yes,6,1.4,159200,4,3,3,12,6
18189,650,43,452,2016,3,No,4,1.4,100800,4,3,3,14,12
19613,707,50,1017,2011,8,Yes,7,2.0,119194,4,3,3,16,4
5331,639,31,443,2014,3,Yes,7,2.0,16856,4,3,3,12,12
1646,640,38,544,2013,3,Yes,2,2.0,174619,4,3,3,16,0
26255,707,50,1069,2011,8,Yes,7,2.0,142000,4,3,3,12,4
10986,687,50,497,2010,2,Yes,4,1.6,157730,4,3,3,16,4
470,1018,42,740,2011,8,Yes,7,3.0,275862,6,3,2,8,12
12231,906,38,470,2011,2,No,4,1.6,154274,4,3,3,8,8
17249,906,31,423,2006,8,Yes,4,3.6,155214,6,4,2,12,12
14426,906,40,549,2008,3,Yes,4,1.5,200211,4,3,1,14,8
45473,770,50,1017,2016,8,Yes,7,1.7,25000,4,4,3,8,12
18660,906,50,604,2013,3,Yes,4,2.4,130000,4,4,3,12,6
22260,781,40,538,2012,3,Yes,4,2.5,70000,4,4,3,14,12
16621,906,33,272,2005,3,No,7,2.0,22200,4,4,3,9,8
627,1080,16,585,2014,4,Yes,4,3.6,147376,6,3,1,14,12
42102,1249,50,1038,2017,10,Yes,7,2.5,110000,4,3,3,16,4
10976,906,41,635,2008,2,No,4,1.5,278000,4,2,3,6,0
40390,891,50,1069,2016,8,Yes,7,2.0,175089,4,3,3,14,4
5959,934,38,544,2015,3,Yes,4,2.5,150091,4,3,3,8,12
12544,906,42,485,2006,2,No,3,1.7,109000,4,4,3,14,8
2352,1018,33,313,2011,3,Yes,7,3.0,232554,6,3,2,8,0
1803,585,40,549,2013,2,Yes,2,1.8,184528,4,3,3,14,12
13739,1172,38,954,2011,3,Yes,4,3.5,112000,4,3,3,8,4
15681,906,31,189,2010,2,No,4,2.5,20000,4,3,3,12,6
21012,640,33,289,2013,3,Yes,4,2.0,157584,4,3,2,12,0
470,780,43,452,2019,9,Yes,4,1.4,43371,4,3,3,8,12
16621,906,31,769,2011,3,Yes,4,2.5,178637,5,1,3,8,5
24462,906,40,538,2013,3,No,2,2.5,168000,4,3,3,16,10
7213,906,42,108,2001,4,No,4,2.0,183000,4,4,1,12,4
1411,629,23,441,2015,8,Yes,4,1.6,87112,4,3,2,12,0
3607,585,50,669,2013,3,Yes,4,1.8,156326,4,3,3,16,12
10976,906,42,883,2004,1,No,7,2.2,316000,4,1,1,14,2
3763,531,23,441,2012,8,Yes,4,1.6,173576,4,3,2,4,0
627,586,25,315,2012,2,Yes,2,1.8,192683,4,3,3,14,0
470,1211,47,595,2010,8,Yes,7,3.0,265210,6,3,2,12,0
8467,697,31,279,2015,3,Yes,4,1.8,115974,4,4,3,12,12
12287,687,50,669,2010,3,Yes,4,1.6,132121,4,3,3,8,4
10349,1266,40,673,2014,2,No,2,1.5,134800,4,2,3,8,2
10976,639,38,479,2014,3,No,4,2.0,54000,4,3,3,16,4
392,585,50,669,2013,3,Yes,4,1.8,156326,4,3,3,16,12
13799,753,50,604,2012,3,No,4,2.4,142000,4,4,3,7,12
23408,836,50,1069,2010,8,Yes,7,2.0,151000,4,3,3,14,4
18124,707,50,754,2011,4,Yes,4,2.0,160000,4,3,3,12,4
10192,1205,50,1069,2015,8,Yes,4,3.3,97304,6,3,3,14,12
34497,1018,47,903,2011,3,Yes,4,3.0,137600,6,4,1,12,0
12544,748,43,65,2012,3,Yes,4,2.4,96973,4,3,3,12,4
12858,843,40,549,2008,2,No,2,1.5,217600,4,3,3,6,8
1803,761,40,549,2010,2,Yes,2,1.8,258909,4,3,3,14,12
10349,906,42,291,2001,3,Yes,4,2.4,235000,6,3,1,8,6
7056,1249,40,897,2017,8,Yes,4,2.5,47301,4,3,3,4,12
10976,906,47,417,2004,4,No,4,2.5,111111,6,1,1,14,12
15681,906,38,424,2009,8,No,2,2.3,160000,4,2,2,12,4
39201,906,44,1118,2017,3,No,4,2.4,17000,6,4,3,14,12
24085,503,40,673,2012,2,Yes,4,1.5,42796,4,3,3,4,4
19914,891,50,604,2016,3,Yes,3,2.0,240573,4,3,3,14,4
16308,906,24,651,2010,1,No,7,1.6,180300,4,1,3,12,8
28532,502,40,673,2013,2,Yes,4,1.5,59000,4,3,3,14,4
16935,642,38,730,2012,2,No,2,2.0,94408,4,3,3,12,8
8154,919,47,595,2012,8,Yes,7,3.0,103458,6,3,2,14,0
13485,781,31,443,2012,3,Yes,4,2.5,106000,5,3,3,12,12
16621,586,40,549,2012,3,No,2,1.8,137000,4,2,3,8,16
44752,880,57,1076,2018,8,Yes,4,1.6,11953,4,3,3,4,4
2509,1017,42,743,2017,8,Yes,4,2.0,44477,4,3,3,6,0
21181,640,43,857,2013,8,Yes,7,2.0,143894,4,3,3,16,4
21953,738,43,452,2017,3,No,4,1.4,16000,4,4,3,4,12
21950,906,40,538,2014,4,No,4,2.5,92000,4,4,3,6,6
13799,584,31,443,2014,3,Yes,4,1.8,85000,4,4,3,14,8
21012,1077,40,541,2019,8,Yes,4,2.0,19834,4,3,3,8,12
470,753,50,604,2012,3,Yes,2,2.4,202864,4,3,3,6,0
470,1249,40,538,2017,3,Yes,4,2.5,70232,4,3,3,14,12
14426,765,50,677,2015,2,No,4,2.0,65566,6,3,3,14,6
18189,906,50,669,2013,3,No,4,1.8,115200,4,4,3,16,6
23521,906,43,731,2012,3,Yes,6,1.4,62000,4,3,3,14,10
34240,639,50,1017,2014,8,Yes,7,2.0,117436,4,3,3,14,4
28225,934,40,897,2015,8,Yes,4,2.5,89786,4,3,2,8,0
6586,645,25,315,2011,2,Yes,2,1.8,122302,4,3,3,12,0
16308,586,40,549,2012,2,No,2,1.8,99000,4,3,3,6,7
26613,833,43,703,2015,8,Yes,7,2.2,69010,4,3,3,8,4
8781,906,21,371,2002,2,No,3,2.0,100000,4,3,2,8,8
7213,906,40,549,2005,3,No,4,1.5,126000,4,3,3,8,4
11917,906,9,390,2005,10,No,4,2.2,100000,4,3,3,8,4
15681,906,40,897,2002,8,No,4,2.0,140000,4,1,2,8,8
15681,586,40,549,2012,2,No,2,1.8,115000,4,2,3,1,9
31650,777,50,1038,2014,9,Yes,7,2.5,164805,4,3,3,14,4
6115,1282,43,703,2007,8,Yes,7,2.0,81458,4,3,3,8,4
23207,906,23,207,2015,3,No,4,2.5,14500,4,3,1,12,10
16465,638,44,682,2014,3,Yes,4,2.0,39265,4,3,3,12,4
13589,531,50,669,2012,3,Yes,4,1.6,162911,4,3,3,14,4
11300,988,40,549,2007,3,No,2,1.5,150000,4,3,3,11,12
7840,906,35,314,2000,8,No,1,2.0,160000,4,3,1,8,2
13485,781,31,443,2012,3,Yes,4,2.5,160000,4,3,1,6,0
1646,1058,42,496,2012,3,Yes,7,3.5,240987,6,3,2,12,12
6272,906,42,385,1995,3,No,4,1.8,100000,4,1,1,1,0
13485,906,31,613,2008,3,Yes,4,2.0,176000,6,1,3,12,12
16400,906,40,549,2011,2,Yes,2,1.8,124000,4,2,3,16,12
627,586,25,315,2012,2,Yes,2,1.8,142394,4,3,3,14,0
30185,751,52,978,2013,8,Yes,4,2.4,105568,4,3,3,4,4
7213,906,35,314,1998,8,No,4,1.8,200000,4,3,2,8,2
35570,639,50,1069,2014,8,Yes,7,2.0,168637,4,3,3,14,4
17042,707,57,1076,2011,8,Yes,7,2.0,148494,4,3,3,8,4
19416,583,50,669,2011,3,Yes,4,1.6,132749,4,3,3,8,4
